"location_id","national","region","district","subcounty","facility","location_name","tx_stock","cases","year","week","q1","q3","iqr","potential_outlier"
"rKGazd2JbUJ","MOH - Uganda","Acholi","Nwoya District","Koch Goma Subcounty","Corom HC II","Corom HC II",530060,166,2022,10,720,82876.4999999999,82156.4999999999,1
"rP3cpyzkW4m","MOH - Uganda","North Central","Nakasongola District","Kakooge Town Council","St. Franciscan HC IV","St. Franciscan HC IV",6660,3,2022,11,214.5,951,736.5,1
"rcKvTPPgRw3","MOH - Uganda","Tooro","Fort Portal City","Northern Division","Rubingo HC II","Rubingo HC II",85121,10,2022,10,3152.5,33215.1,30062.6,1
"resqo4n29Tk","MOH - Uganda","Acholi","Kitgum District","Labongo Amida Subcounty","Gweng-Coo HC II","Gweng-Coo HC II",920340,53,2022,46,1219.5,158935.499999996,157715.999999996,1
"s4pFdzmNfgg","MOH - Uganda","West Nile","Yumbe District","Kululu Subcounty","Luzira Health Centre HC III","Luzira Health Centre HC III",427140,306,2022,42,1226,65124,63898,1
"s9t3nr6URl3","MOH - Uganda","Kigezi","Kabale District","Kyanamira Subcounty","Muyumbu HC II","Muyumbu HC II",1080360,NA,2022,26,382.5,4500,4117.5,1
"sCyAs9yytOk","MOH - Uganda","Busoga","Luuka District","Bukanga Subcounty","Suubi HC III","Suubi HC III",172800,26,2022,31,103.75,24178.2,24074.45,1
"sO5sVDlQBUW","MOH - Uganda","Ankole","Ntungamo District","Kibatsi Subcounty","Rukarango HC II","Rukarango HC II",304446,23,2022,37,1560,42009.1499999996,40449.1499999996,1
"sP8nivenRRh","MOH - Uganda","Bukedi","Tororo District","Rubongi Subcounty","Mudodo HC II","Mudodo HC II",634069,182,2022,30,706.125,90965.7249999992,90259.5999999992,1
"sbsaajvJPqH","MOH - Uganda","South Central","Sembabule District","Lwebitakuli Subcounty","Ntete HC II","Ntete HC II",197820,42,2022,18,1435.5,45916.4999999993,44480.9999999993,1
"svmZ7QK3nod","MOH - Uganda","Tooro","Kasese District","Kisinga Subcounty","Kiburara HC II","Kiburara HC II",385200,90,2022,40,2250,80775,78525,1
"tHUpjQaBSgZ","MOH - Uganda","Kampala","Kampala District","Makindye Division","Apollo Memorial Medical center","Apollo Memorial Medical center",21932193,11,2022,26,14.25,2743833.25,2743819,1
"tJVNDcI33wJ","MOH - Uganda","Busoga","Iganga District","Nambale Subcounty","Nambale HC III","Nambale HC III",1227600,204,2022,15,27716,272386.149999999,244670.149999999,1
"tMXnyuz6ImO","MOH - Uganda","Kigezi","Kabale District","Kyanamira Subcounty","Kanjobe HC II","Kanjobe HC II",5808,1,2022,49,144,2160,2016,1
"tNKFVZxjvQt","MOH - Uganda","Ankole","Bushenyi District","Nyakabirizi Division","Nyamiko HC III","Nyamiko HC III",10320,6,2022,30,46.4,3368.24999999998,3321.84999999998,1
"tPiPaWz3TIK","MOH - Uganda","South Central","Gomba District","Kyayi Subcounty","Kyayi HC III","Kyayi HC III",100040,13,2022,16,1906,37075,35169,1
"tX9av6uDVox","MOH - Uganda","South Central","Wakiso District","Kyengera Town Council","Kasenge HC II","Kasenge HC II",315822,14,2022,8,1940.1,99970.6,98030.5,1
"tcaAIOTzAjy","MOH - Uganda","Busoga","Kaliro District","Namwiwa Subcounty","Namwiwa HC III","Namwiwa HC III",1008000,120,2022,7,261.25,138667.5,138406.25,1
"tp8aEj7391V","MOH - Uganda","Ankole","Kazo District","Buremba Subcounty","Kiruhura Ngomba HC II","Kiruhura Ngomba HC II",504000,65,2022,13,2770.4,174095.999999999,171325.599999999,1
"tv8qMylVqWx","MOH - Uganda","Tooro","Bundibugyo District","Bubukwanga Subcounty","Bubukwanga HC III","Bubukwanga HC III",3000060,275,2022,37,3254.875,343935,340680.125,1
"txcjTxewsdC","MOH - Uganda","Busoga","Bugiri District","Nabukalu Subcounty","Nabukalu HC III","Nabukalu HC III",810880,201,2022,37,522,165328.000000001,164806.000000001,1
"u5RZ36WcsNN","MOH - Uganda","Acholi","Nwoya District","Lungulu Subcounty","Lulyango HC II","Lulyango HC II",246260,216,2022,24,2700,79560,76860,1
"uDSFrOfKQmE","MOH - Uganda","Ankole","Ntungamo District","Kagarama Town Council","Ihunga (Ntungamo) HC III","Ihunga (Ntungamo) HC III",224533,5,2022,30,1304.5,48845.5,47541,1
"uG6WV4UKNaB","MOH - Uganda","Acholi","Nwoya District","Koch Lii Subcounty","Koch Lii HC III","Koch Lii HC III",1218110,NA,2022,13,12859,211863.2,199004.2,1
"uIyvgXNXHmG","MOH - Uganda","Tooro","Kasese District","Kitswamba Subcounty","Nkoko HC II","Nkoko HC II",659556,22,2022,22,1026,234072,233046,1
"uXjmJ85M3yr","MOH - Uganda","Bunyoro","Hoima District","Buseruka Subcounty","Buseruka Prison Clinic","Buseruka Prison Clinic",8400,1,2022,17,135.6,1355.1,1219.5,1
"uedWK8hnc7v","MOH - Uganda","Kampala","Kampala District","Makindye Division","Makindye Maternity Home HC II","Makindye Maternity Home HC II",2800,2,2022,18,5.15,287.8,282.65,1
"ugRUoAaYD6f","MOH - Uganda","Kampala","Kampala District","Central Division (Kampala CCA)","Mas Medical Clinic HC II","Mas Medical Clinic HC II",1400,13,2022,42,8.55,411.099999999997,402.549999999997,1
"uqk1XgbxpCg","MOH - Uganda","West Nile","Maracha District","Alikua Subcounty","Yivu Abea HC III","Yivu Abea HC III",351100,55,2022,18,8307,45846,37539,1
"v19MRLoaChf","MOH - Uganda","Tooro","Kabarole District","Harugogo Subcounty","Nyantaboma HC III","Nyantaboma HC III",93600,77,2022,19,117.275,16379.9999999999,16262.7249999999,1
"vDmdUfmWS3J","MOH - Uganda","North Central","Buvuma District","Nairambi Subcounty","Lukale HC II","Lukale HC II",63000,40,2022,47,180,17212.4999999998,17032.4999999998,1
"vULcvu1i8di","MOH - Uganda","Bunyoro","Kikuube District","Kyangwali Subcounty","Buhuuka HC III","Buhuuka HC III",481400,NA,2022,27,10800,168280.000000001,157480.000000001,1
"va7uRTbKCoJ","MOH - Uganda","North Central","Luwero District","Wobulenzi Town Council","Bukalasa HC III","Bukalasa HC III",846000,31,2022,2,1935,321822,319887,1
"vhqSTH4VsL4","MOH - Uganda","Tooro","Bundibugyo District","Bundibugyo Town Council","Gadafi Medical Centre HC II","Gadafi Medical Centre HC II",40000,9,2022,27,51.25,14950,14898.75,1
"vrGLB32cp8S","MOH - Uganda","Kigezi","Rukungiri District","Nyarushanje Subcounty","Ruyonza HC II","Ruyonza HC II",1426500,NA,2022,9,2147.4,54089.999999998,51942.599999998,1
"vvb5iPrS8Ou","MOH - Uganda","Lango","Apac District","Akokoro Subcounty","Health Link Drugshop","Health Link Drugshop",30000,10,2022,3,62.25,8000,7937.75,1
"wHkTdzF4SpR","MOH - Uganda","Lango","Lira City","Adyel Division","Adyel HC III","Adyel HC III",1067041,29,2022,22,36390.375,154601,118210.625,1
"wpLf3ooCcJu","MOH - Uganda","South Central","Kyotera District","Kirumba Subcounty","St. Martins Domiciliary HC II","St. Martins Domiciliary HC II",2880,20,2022,16,28.75,969,940.25,1
"wse4djDrM7s","MOH - Uganda","Ankole","Ibanda District","Keihangara Subcounty","Rugaaga HC II","Rugaaga HC II",1020272,89,2022,21,86174.25,455224.5,369050.25,1
"x0OMMKUIxlF","MOH - Uganda","Teso","Kaberamaido District","Ochero Subcounty","Kaburepoli HC II","Kaburepoli HC II",771100,84,2022,31,33187.5,201446.499999999,168258.999999999,1
"x1UaYpPwx6c","MOH - Uganda","Acholi","Gulu City","Gulu West","Gulu Military Hospital","Gulu Military Hospital",2820058,43,2022,48,1237.275,894883.5,893646.225,1
"x4fr2px73Bq","MOH - Uganda","Lango","Oyam District","Otwal Subcounty","Acokara HC II","Acokara HC II",431740,251,2022,24,540,137340,136800,1
"x8BACC6rZLq","MOH - Uganda","Kampala","Kampala District","Makindye Division","Bulamu Treatment Centre HC II","Bulamu Treatment Centre HC II",192,8,2022,21,5,70.5,65.5,1
"xKKIcgLVH9x","MOH - Uganda","North Central","Kayunga District","Kayunga Town Council","Ntenjeru HC III","Ntenjeru HC III",708480,89,2022,6,409.8,22950,22540.2,1
"xYbII9uvF5o","MOH - Uganda","West Nile","Nebbi District","Parombo Town Council","Parombo HC III","Parombo HC III",2527580,NA,2022,7,720,379344.999999994,378624.999999994,1
"xzB84Cpdcuk","MOH - Uganda","Ankole","Ibanda District","Nyamarebe Subcounty","Nyamarebe HC III","Nyamarebe HC III",70806960,NA,2022,30,53280,208320,155040,1
"yMnNUBDNr21","MOH - Uganda","West Nile","Yumbe District","Kei Subcounty","Kei HC III","Kei HC III",144000,91,2022,18,271.5,36009,35737.5,1
"yyYPcgZm4xP","MOH - Uganda","Bugisu","Sironko District","Buwasa Subcounty","Buwasa HC IV","Buwasa HC IV",30005000,43,2022,21,877.5,3974117.5,3973240,1
"zGTxryelOUN","MOH - Uganda","Tooro","Kyegegwa District","Rwentuha Subcounty","Ruhangire HC II","Ruhangire HC II",198000,83,2022,24,4140,51965.9999999996,47825.9999999996,1
"zQLP8CSHRfd","MOH - Uganda","Teso","Kapelebyong District","Akoromit Subcounty","Molly Eriki Maternity Home","Molly Eriki Maternity Home",27603,3,2022,12,1739.6,8219.80000000007,6480.20000000007,1
"zfMY9GBN26I","MOH - Uganda","Acholi","Agago District","Lukole Subcounty","Olung HC II","Olung HC II",648000,59,2022,12,9220.5,208359.599999999,199139.099999999,1
"zpmUD2YzPnn","MOH - Uganda","Bugisu","Kapchorwa District","Central Division (Kapchorwa MC)","Kapchorwa Hospital","Kapchorwa Hospital",1474420,7,2022,10,3045.6,409940.000000004,406894.400000004,1
"zy3p9lNo0dh","MOH - Uganda","Lango","Dokolo District","Dokolo Subcounty","Adagmon HC II","Adagmon HC II",353163,426,2022,44,749.7,134244,133494.3,1
