periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,033B-CD01b. Malaria (diagnosed) - Deaths,033B-AP02. Total OPD,033B-CD01a. Malaria (diagnosed)  - Cases,033B-MA01. Suspected Malaria (Fever),033B-TR08. RDT (Malaria) Tests,033B-TR01. ACT (Tablets),033B-MA02. Cases Tested with RDT,033B-MA03. RDT Positive Cases,033B-MA04. Cases Tested with Microscopy,033B-MA05. Microscopy Positive Cases
2022,2022,2022,,MOH - Uganda,South Central,Lyantonde District,Lyantonde Town Council,Bulamu Medical Centre HC II,EcIA72s0pdw,Bulamu Medical Centre HC II,,,,2599.0,481.0,1289.0,1164.0,6124.0,69.0,27.0,1229.0,461.0
2022,2022,2022,,MOH - Uganda,South Central,Wakiso District,Massajja Division,Bulamu Medical Centre HC III,UHStBbuYePI,Bulamu Medical Centre HC III,,,,234.0,174.0,227.0,1065.0,916.0,168.0,121.0,53.0,36.0
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Makindye Division,Bulamu Treatment Centre HC II,x8BACC6rZLq,Bulamu Treatment Centre HC II,,,,580.0,206.0,283.0,250.0,423.0,206.0,151.0,84.0,68.0
2022,2022,2022,,MOH - Uganda,Busoga,Namutumba District,Bulange Subcounty,Bulange HC III,E0iTAuyvRrd,Bulange HC III,,,,10325.0,5860.0,7542.0,11000.0,101372.0,4602.0,3129.0,1909.0,1231.0
2022,2022,2022,,MOH - Uganda,Bukedi,Kibuku District,Bulangira Subcounty,Bulangira HC III,YkSJ96XhKro,Bulangira HC III,,,,21514.0,14923.0,19660.0,337726.0,5239230.0,19103.0,14850.0,140.0,73.0
2022,2022,2022,,MOH - Uganda,North Central,Kayunga District,Wabwoko-Kitimbwa Subcounty,Bulawula HC II,di1Z12IwZYW,Bulawula HC II,,,,3360.0,2338.0,3289.0,171225.0,77140.0,3289.0,2410.0,,
2022,2022,2022,,MOH - Uganda,North Central,Kayunga District,Wabwoko-Kitimbwa Subcounty,Bulawula Prison HC II,UN3lcl5OAuc,Bulawula Prison HC II,,,,5491.0,1435.0,3190.0,151.0,768.0,3177.0,1436.0,,
2022,2022,2022,,MOH - Uganda,Bugisu,Bulambuli District,Bulegeni Town Council,Bulegeni HC III,Mj7uz7WM7PB,Bulegeni HC III,,,,3656.0,696.0,2037.0,38503.0,520290.0,2037.0,663.0,,
2022,2022,2022,,MOH - Uganda,North Central,Luwero District,Wobulenzi Town Council,Bulemezi Maternity HC II,HFzaFCIVNMm,Bulemezi Maternity HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,South Central,Wakiso District,Wakiso Subcounty,Bulenga Medical Centre HC II,OoK7w9DGvaS,Bulenga Medical Centre HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,North Central,Mityana District,Bulera Subcounty,Bulera HC III,archepWw0ZZ,Bulera HC III,,,,5838.0,2583.0,3939.0,23805.0,2978662.0,2037.0,1288.0,1869.0,1075.0
2022,2022,2022,,MOH - Uganda,Busoga,Bugiri District,Bulesa Subcounty,Bulesa HC III,xbM4diuk1dB,Bulesa HC III,,,,8548.0,4526.0,7471.0,132390.0,1487368.0,7468.0,4564.0,,
2022,2022,2022,,MOH - Uganda,Busoga,Bugiri District,Bulidha Subcounty,Bulidha HC III,KPoshqPMs2y,Bulidha HC III,,,,5909.0,3457.0,5035.0,79708.0,682553.0,4856.0,3213.0,189.0,137.0
2022,2022,2022,,MOH - Uganda,Bunyoro,Masindi District,Bulima Town Council,Buliima Kitara Medical Centre HC II,Hs9o6GylcO7,Buliima Kitara Medical Centre HC II,,,,3550.0,133.0,669.0,3053.0,100076.0,194.0,55.0,484.0,81.0
2022,2022,2022,,MOH - Uganda,Bunyoro,Buliisa District,Buliisa Town Council,Buliisa HC IV,TEGhWFDGruu,Buliisa HC IV,,,,13341.0,6051.0,9858.0,364348.0,498164.0,11304.0,4687.0,662.0,192.0
2022,2022,2022,,MOH - Uganda,Bunyoro,Buliisa District,Buliisa Subcounty,Buliisa Hospital,VDUop9kcxx2,Buliisa Hospital,,,3.0,9622.0,3382.0,6413.0,50100.0,1762164.0,5792.0,3505.0,370.0,203.0
2022,2022,2022,,MOH - Uganda,Bunyoro,Buliisa District,Buliisa Town Council,Buliisa Prison HC II,UweCy3072B5,Buliisa Prison HC II,,,,515.0,7.0,123.0,3044.0,63957.0,116.0,54.0,,
2022,2022,2022,,MOH - Uganda,North Central,Mukono District,Nama Subcounty,Bulika HC II,x4zVP4YLDy7,Bulika HC II,,,,748.0,43.0,668.0,8226.0,37900.0,668.0,371.0,,
2022,2022,2022,,MOH - Uganda,South Central,Butambala District,Bulo Subcounty,Bulo Clinic HC II,v6KdyypBQBB,Bulo Clinic HC II,,,,155.0,43.0,62.0,64.0,1408.0,62.0,43.0,,
2022,2022,2022,,MOH - Uganda,South Central,Butambala District,Bulo Subcounty,Bulo HC III,laPnCXSZ0Oo,Bulo HC III,,,,14907.0,4536.0,6255.0,39931.0,1122876.0,4737.0,3106.0,1407.0,825.0
2022,2022,2022,,MOH - Uganda,South Central,Wakiso District,Mende Subcounty,Bulondo HC III,lAyJuyzL2Oj,Bulondo HC III,,,,10849.0,2544.0,2815.0,7801.0,49047.0,2278.0,1303.0,537.0,318.0
2022,2022,2022,,MOH - Uganda,South Central,Sembabule District,Ntuusi Subcounty,Bulongo HC II,TlxoPDOx1hp,Bulongo HC II,,,,2428.0,799.0,2094.0,25920.0,562318.0,2094.0,772.0,,
2022,2022,2022,,MOH - Uganda,Busoga,Kamuli District,Bulopa Subcounty,Bulopa HC III,gNdlN0CmZX2,Bulopa HC III,,,,7703.0,5183.0,7334.0,53865.0,812520.0,7115.0,5008.0,126.0,66.0
2022,2022,2022,,MOH - Uganda,Busoga,Mayuge District,Baitambogwe Subcounty,Buluba Hospital,O6TYEDR7sjP,Buluba Hospital,,,,17747.0,908.0,5397.0,25765.0,382506.0,2091.0,452.0,3135.0,451.0
2022,2022,2022,,MOH - Uganda,Busoga,Iganga District,Nakigo Subcounty,Bulubandi HC II,QxgzWrwUQ0o,Bulubandi HC II,,,,10546.0,5279.0,11155.0,28467.0,267512.0,11151.0,5600.0,,
2022,2022,2022,,MOH - Uganda,Bugisu,Bududa District,Bulucheke Subcounty,Bulucheke HC III,kTnTCeBN2we,Bulucheke HC III,,,,10092.0,2049.0,5090.0,50491.0,132294.0,4834.0,1965.0,300.0,113.0
2022,2022,2022,,MOH - Uganda,Bugisu,Bulambuli District,Buluganya Subcounty,Buluganya HC III,VboJZXGJBI9,Buluganya HC III,,,,4359.0,343.0,2059.0,46875.0,281080.0,2024.0,346.0,37.0,6.0
2022,2022,2022,,MOH - Uganda,Busoga,Bugiri District,Buluguyi Subcounty,Buluguyi HC III,YbtIUFv6PHM,Buluguyi HC III,,,,7366.0,3850.0,6879.0,66985.0,791564.0,6876.0,3591.0,6.0,5.0
2022,2022,2022,,MOH - Uganda,Bugisu,Sironko District,Zesui Subcounty,Bulujewa HC III,D4NIfKfOjKu,Bulujewa HC III,,,,3348.0,560.0,1913.0,118621.0,373248.0,1913.0,639.0,,
2022,2022,2022,,MOH - Uganda,Teso,Kalaki District,Bululu Subcounty,Bululu COU HC II,ffbrWjDoYrJ,Bululu COU HC II,,,,4015.0,1140.0,1660.0,38175.0,226130.0,1200.0,980.0,125.0,100.0
2022,2022,2022,,MOH - Uganda,Teso,Kalaki District,Bululu Subcounty,Bululu HC III,GRkqVpmzBgf,Bululu HC III,,,,15354.0,6778.0,9435.0,52472.0,802476.0,9434.0,6134.0,,
2022,2022,2022,,MOH - Uganda,Busoga,Kaliro District,Bumanya Subcounty,Bulumba Medical Care,jgfl8sTTnT6,Bulumba Medical Care,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Bukedi,Busia District,Bulumbi Subcounty,Bulumbi HC III,SeWJV46N6Qc,Bulumbi HC III,,,,11679.0,6359.0,9105.0,124428.0,656860.0,8804.0,6255.0,568.0,101.0
2022,2022,2022,,MOH - Uganda,Busoga,Bugiri District,Bulesa Subcounty,Buluwe HC II,atLLqk4WxXL,Buluwe HC II,,,,3537.0,2601.0,3355.0,29024.0,150830.0,3530.0,2301.0,,
2022,2022,2022,,MOH - Uganda,Busoga,Kamuli District,Mbulamuti Subcounty,Buluya HC II,nM0hEumLl8G,Buluya HC II,,,,5237.0,4481.0,4380.0,67899.0,192420.0,4380.0,3720.0,,
2022,2022,2022,,MOH - Uganda,South Central,Gomba District,Kabulasoke Subcounty,Bulwadda HC II,QLJmdTgkB3N,Bulwadda HC II,,,,4054.0,170.0,3554.0,9850.0,100980.0,3099.0,2308.0,,
2022,2022,2022,,MOH - Uganda,Bugisu,Sironko District,Bumasifwa Subcounty,Bulwala HC III,a9fe7RYnAFV,Bulwala HC III,,,,4019.0,867.0,2764.0,182183.0,667400.0,2749.0,822.0,33.0,6.0
2022,2022,2022,,MOH - Uganda,North Central,Nakaseke District,Kasangombe Subcounty,Bulyake HC II,E8mh7Ie50xY,Bulyake HC II,,,,1968.0,1392.0,1382.0,402.0,,1306.0,979.0,30.0,
2022,2022,2022,,MOH - Uganda,Tooro,Bundibugyo District,Busaru Subcounty,Bulyambwa HC II,JplpqZql8xM,Bulyambwa HC II,,,,5613.0,3163.0,4799.0,22662.0,909582.0,4797.0,3066.0,,
2022,2022,2022,,MOH - Uganda,Busoga,Bugweri District,Igombe Subcounty,Bulyansime HC II,kwX8AJb1QLp,Bulyansime HC II,,,,2400.0,1284.0,1938.0,10850.0,13740.0,1938.0,1393.0,,
2022,2022,2022,,MOH - Uganda,Bugisu,Mbale District,Bubyangu Subcounty,Bumadanda HC III,OlaVEDuSn6W,Bumadanda HC III,,,,14466.0,4216.0,8649.0,26950.0,708680.0,5663.0,2420.0,2981.0,1324.0
2022,2022,2022,,MOH - Uganda,Bugisu,Bulambuli District,Bukhalu Subcounty,Bumageni HC II,LLs45lStr4N,Bumageni HC II,,,144.0,1541.0,634.0,1015.0,19328.0,58350.0,987.0,611.0,,
2022,2022,2022,,MOH - Uganda,Busoga,Namayingo District,Sigulu Subcounty,Bumalenge HC II,Zd4l6BoQjP5,Bumalenge HC II,,,,4818.0,3510.0,4710.0,215458.0,225378.0,4675.0,3483.0,,
2022,2022,2022,,MOH - Uganda,Busoga,Kaliro District,Bumanya Subcounty,Bumanya HC IV,dZSLpFo3Ow2,Bumanya HC IV,,,,17128.0,11268.0,14991.0,25647.0,6312210.0,2947.0,2222.0,11937.0,8474.0
2022,2022,2022,,MOH - Uganda,Bugisu,Mbale District,Bumasikye Subcounty,Bumasikye HC III,R90HHFvhh7u,Bumasikye HC III,,,,7505.0,331.0,6222.0,35968.0,568490.0,3673.0,2083.0,2551.0,1407.0
2022,2022,2022,,MOH - Uganda,Bugisu,Bulambuli District,Bumasobo Subcounty,Bumasobo HC III,G2x4IQfoW0p,Bumasobo HC III,,,,4315.0,434.0,1604.0,22915.0,546328.0,1604.0,379.0,6.0,6.0
2022,2022,2022,,MOH - Uganda,Bugisu,Namisindwa District,Bumbo Town Council,Bumbo HC III,uiIUQsgVTAj,Bumbo HC III,,,,14154.0,3406.0,7049.0,145707.0,1310800.0,5989.0,2437.0,889.0,552.0
2022,2022,2022,,MOH - Uganda,Busoga,Namayingo District,Buswale Subcounty,Bumooli HC III,aspYcErPY7F,Bumooli HC III,,,,8762.0,5815.0,11134.0,491040.0,1777518.0,10910.0,7632.0,208.0,122.0
2022,2022,2022,,MOH - Uganda,South Central,Mpigi District,Mpigi Town Council,Bumoozi HC II,etgRSvMWbqH,Bumoozi HC II,,,,1640.0,469.0,1148.0,5586.0,98551.0,1148.0,582.0,,
2022,2022,2022,,MOH - Uganda,Bugisu,Bulambuli District,Bumugibole Subcounty,Bumugibole HC III,HtV4tzUs2AS,Bumugibole HC III,,,,2056.0,108.0,221.0,3275.0,21360.0,221.0,109.0,,
2022,2022,2022,,MOH - Uganda,Bugisu,Bulambuli District,Sisiyi Subcounty,Bumugusha HC III,CwPZMYQPea5,Bumugusha HC III,,,,5272.0,1189.0,3058.0,158250.0,148020.0,3058.0,1156.0,,
2022,2022,2022,,MOH - Uganda,Bugisu,Sironko District,Bumulisha Subcounty,Bumulisha HC III,jauAUu9YBbl,Bumulisha HC III,,,,4703.0,1219.0,2697.0,11639.0,282800.0,2697.0,1073.0,,
2022,2022,2022,,MOH - Uganda,Bugisu,Sironko District,Zesui Subcounty,Bumumulo HC III,ag6oANQZEh6,Bumumulo HC III,,,,3778.0,522.0,1652.0,55602.0,242872.0,1551.0,370.0,104.0,50.0
2022,2022,2022,,MOH - Uganda,Bukedi,Busia District,Masinya Subcounty,Bumunji HC II,vrkOwpFBduq,Bumunji HC II,,,,7515.0,2977.0,5238.0,40083.0,526480.0,5238.0,3945.0,3.0,1.0
2022,2022,2022,,MOH - Uganda,Bugisu,Bududa District,Nalwanza Subcounty,Bumusi HC II,a5ZtR0WmDZT,Bumusi HC II,,,,20946.0,2152.0,5103.0,116618.0,164626.0,5103.0,2156.0,,
2022,2022,2022,,MOH - Uganda,Bugisu,Bulambuli District,Lusha Subcounty,Bumwambu HC III,GT8CbxGtA7o,Bumwambu HC III,,,,6841.0,582.0,2596.0,20151.0,471320.0,2461.0,558.0,180.0,28.0
2022,2022,2022,,MOH - Uganda,Bugisu,Namisindwa District,Bumwoni Subcounty,Bumwoni HC III,CIVkMjSRVBX,Bumwoni HC III,,,,5177.0,3760.0,4222.0,46822.0,315760.0,3781.0,2792.0,605.0,405.0
2022,2022,2022,,MOH - Uganda,Bugisu,Sironko District,Legenya Subcounty,Bunagami HC III,a3qhORZNhaG,Bunagami HC III,,,,4455.0,468.0,2670.0,94667.0,369763.0,2462.0,395.0,45.0,11.0
2022,2022,2022,,MOH - Uganda,Kigezi,Kisoro District,Muramba Subcounty,Bunagana HC II,njRuiEDbpjS,Bunagana HC II,,,,7404.0,848.0,2185.0,22405.0,358480.0,2185.0,844.0,,
2022,2022,2022,,MOH - Uganda,Bugisu,Bulambuli District,Bumasobo Subcounty,Bunakusi HC II,LoH25qrXkd9,Bunakusi HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Bugisu,Namisindwa District,Tsekululu Subcounty,Bunambale HC III,aW4S9Y3XhuV,Bunambale HC III,,,,3355.0,851.0,1966.0,32424.0,548175.0,1966.0,753.0,96.0,
2022,2022,2022,,MOH - Uganda,Bugisu,Namisindwa District,Tsekululu Subcounty,Bunambale HC III,o20P7BtQGlw,Bunambale HC III,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Bugisu,Bulambuli District,Bunambutye Subcounty,Bunambutye HC III,TwZ0KmmR1od,Bunambutye HC III,,,,5007.0,1426.0,3341.0,12002.0,199904.0,3223.0,1284.0,218.0,88.0
2022,2022,2022,,MOH - Uganda,Bugisu,Bulambuli District,Bunambutye Subcounty,Bunambutye Resettlement HC III,nsvqBMiJ8t7,Bunambutye Resettlement HC III,,,,3923.0,1083.0,2383.0,8695.0,106790.0,1984.0,778.0,413.0,190.0
2022,2022,2022,,MOH - Uganda,Bugisu,Bududa District,Bushiribo Subcounty,Bunamono HC II,QPU9ZqlYc17,Bunamono HC II,,,,7972.0,2565.0,4617.0,69553.0,74654.0,4617.0,2540.0,,
2022,2022,2022,,MOH - Uganda,South Central,Wakiso District,Bunamwaya Division,Bunamwaya HC II,E4I0kczftmi,Bunamwaya HC II,,,,5106.0,1102.0,2802.0,13145.0,446692.0,2802.0,1007.0,,
2022,2022,2022,,MOH - Uganda,Bugisu,Bulambuli District,Nabongo Subcounty,Bunangaka HC III,VmXrZR2cOUI,Bunangaka HC III,,,,7463.0,2298.0,5470.0,15100.0,103650.0,4996.0,2518.0,101.0,47.0
2022,2022,2022,,MOH - Uganda,Bugisu,Mbale District,Bungokho Subcounty,Bunapongo HC III,Lm5ZpEDH78a,Bunapongo HC III,,,,8504.0,3497.0,7703.0,34326.0,459231.0,5208.0,2402.0,2505.0,1106.0
2022,2022,2022,,MOH - Uganda,Bugisu,Sironko District,Bumasifwa Subcounty,Bunaseke HC III,A8E98vahuiC,Bunaseke HC III,,,,2654.0,218.0,916.0,62238.0,298620.0,916.0,223.0,,
2022,2022,2022,,MOH - Uganda,Bukedi,Butaleja District,Budumba Subcounty,Bunawale HC II,hAksWr823tY,Bunawale HC II,,,,7727.0,6797.0,7341.0,29470.0,1401033.0,6142.0,4813.0,,
2022,2022,2022,,MOH - Uganda,Busoga,Jinja City,Central Division (Jinja MC),Bunawona (Jinja) Clinic,Q3gqMYnVq5B,Bunawona (Jinja) Clinic,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,South Central,Wakiso District,Bweyogerere Division,Bunawona Dental Clinic,Oqgm80YDDkM,Bunawona Dental Clinic,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Busoga,Jinja District,Buwenge Town Council,Bunawona HC II,EjmlzBc8RyM,Bunawona HC II,,,,56.0,96.0,56.0,375.0,,56.0,31.0,,
2022,2022,2022,,MOH - Uganda,Bugisu,Sironko District,Bukhulo Subcounty,Bundege HC II,BN00LSP4lo5,Bundege HC II,,,,7054.0,4290.0,6481.0,41080.0,90840.0,6316.0,4195.0,3.0,2.0
2022,2022,2022,,MOH - Uganda,Tooro,Bundibugyo District,Bundibugyo Town Council,Bundibugyo Hospital,VkNdAzkYGjh,Bundibugyo Hospital,,,,43898.0,9021.0,13283.0,31107.0,1814872500.0,8687.0,6249.0,4132.0,2456.0
2022,2022,2022,,MOH - Uganda,Tooro,Bundibugyo District,Bundibugyo Town Council,Bundibugyo Police HC II,aHKM6JrvYM2,Bundibugyo Police HC II,,,,7827.0,4148.0,6615.0,56252.0,3615552.0,6615.0,4282.0,,
2022,2022,2022,,MOH - Uganda,Tooro,Bundibugyo District,Kirumya Subcounty,Bundimulangya HC II,D63IKQOEOlL,Bundimulangya HC II,,,,8797.0,4726.0,6638.0,71318.0,1206576.0,6638.0,4623.0,,
2022,2022,2022,,MOH - Uganda,Tooro,Bundibugyo District,Bundingoma Subcounty,Bundingoma HC II,Q2keh7obLFL,Bundingoma HC II,,,,8103.0,5500.0,6725.0,33600.0,2283900.0,6725.0,5381.0,,
2022,2022,2022,,MOH - Uganda,Lango,Kole District,Ayer Subcounty,Bung HC II,syAwMnRR1xn,Bung HC II,,,,5176.0,3493.0,4672.0,81289.0,844122.0,4672.0,3653.0,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Makindye Division,Bunga Maternity Clinic HC II,aeABk58kBXG,Bunga Maternity Clinic HC II,,,,1851.0,117.0,1212.0,82.0,10646.0,11.0,1.0,1201.0,116.0
2022,2022,2022,,MOH - Uganda,Bugisu,Mbale City,Mbale Industrial Division,Bungokho-Mutoto HC III,qqNrWKGgl1e,Bungokho-Mutoto HC III,,,,7649.0,2411.0,6635.0,26700.0,3877270.0,4627.0,1852.0,11668.0,674.0
2022,2022,2022,,MOH - Uganda,South Central,Wakiso District,Bunamwaya Division,Buni Orthopaedic Clinic,LwWSESHgpI3,Buni Orthopaedic Clinic,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,North Central,Kiboga District,Kyekumbya Subcounty,Buninga HC III,LjUZlO3qZce,Buninga HC III,EcW1QZ55AVQ,,,4258.0,1887.0,3451.0,76225.0,1291080.0,3451.0,2039.0,,
2022,2022,2022,,MOH - Uganda,South Central,Mpigi District,Buwama Subcounty,Bunjako HC III,X1RkzMg2Hn1,Bunjako HC III,,,,2357.0,163.0,900.0,42875.0,633595.0,854.0,162.0,40.0,14.0
2022,2022,2022,,MOH - Uganda,Tooro,Kamwenge District,Busiriba Subcounty,Bunoga HC III,oa2Jc3fTgtD,Bunoga HC III,,,,7099.0,3033.0,5781.0,93125.0,1864892.0,5656.0,3416.0,35.0,3.0
2022,2022,2022,,MOH - Uganda,Kigezi,Rukungiri District,Nyarushanje Subcounty,Bunono HC II,H3x1hRwGwLM,Bunono HC II,,,1.0,1871.0,9.0,66.0,56686.0,420628.0,66.0,6.0,,
2022,2022,2022,,MOH - Uganda,North Central,Mukono District,Kyampisi Subcounty,Buntaba HC II,ruaRQmaT4Kr,Buntaba HC II,,,,1258.0,663.0,1405.0,320.0,6666.0,1223.0,629.0,,11.0
2022,2022,2022,,MOH - Uganda,Busoga,Iganga District,Nawanyingi Subcounty,Bunyiiro HC II,aqKT8ebfGls,Bunyiiro HC II,,,,223.0,208.0,218.0,1227.0,1426.0,218.0,208.0,,
2022,2022,2022,,MOH - Uganda,Busoga,Iganga District,Nawanyingi Subcounty,Bunyiiro HC III,BxF2c8dwf02,Bunyiiro HC III,,,,4200.0,2423.0,4034.0,297400.0,2057976.0,4026.0,2591.0,,
2022,2022,2022,,MOH - Uganda,Busoga,Kamuli District,Nawanyago Subcounty,Bupadhengo Flep HC II,Lgs45wMr4Ua,Bupadhengo Flep HC II,,,,1330.0,,819.0,9520.0,102492.0,758.0,702.0,,
2022,2022,2022,,MOH - Uganda,Busoga,Kamuli District,Nawanyago Subcounty,Bupadhengo HC III,ECSAxXG3JMh,Bupadhengo HC III,,,,6481.0,3730.0,5996.0,97486.0,664780.0,5668.0,3662.0,118.0,69.0
2022,2022,2022,,MOH - Uganda,Tooro,Bundibugyo District,Harugali Subcounty,Bupomboli HC III,x8u9lpI2pUu,Bupomboli HC III,,,,13383.0,5018.0,8737.0,63050.0,11375224.0,8728.0,4766.0,,
2022,2022,2022,,MOH - Uganda,Bugisu,Namisindwa District,Namisindwa Town Council,Bupoto COU HC II,KLUaz4vAm5G,Bupoto COU HC II,,,,1550.0,951.0,1316.0,3770.0,60702.0,1316.0,842.0,,
2022,2022,2022,,MOH - Uganda,Bugisu,Namisindwa District,Namisindwa Town Council,Bupoto HC III,aJCkfyIurtg,Bupoto HC III,,,,5367.0,1783.0,3478.0,47318.0,553860.0,3348.0,1408.0,276.0,81.0
2022,2022,2022,,MOH - Uganda,Kigezi,Rukungiri District,Bikurungu Town Council,Burama HC II,nINXgKXld0b,Burama HC II,,,,1098.0,3.0,709.0,763.0,33630.0,709.0,370.0,,
2022,2022,2022,,MOH - Uganda,Kigezi,Kabale District,Rubaya Subcounty (Kabale District),Buramba HC III,DlOgzZNj90W,Buramba HC III,,,,3483.0,146.0,266.0,14963.0,24848.0,266.0,79.0,,
2022,2022,2022,,MOH - Uganda,Kigezi,Kabale District,Kaharo Subcounty,Burambira HC II,sH96J8n6jcS,Burambira HC II,,,,2400.0,29.0,415.0,8382.0,29488.0,415.0,30.0,,
2022,2022,2022,,MOH - Uganda,Ankole,Sheema District,Kitagata Town Council,Buraro HC II,hkr9AlXxNYQ,Buraro HC II,,,,3411.0,375.0,2060.0,15625.0,31110.0,2042.0,371.0,,
2022,2022,2022,,MOH - Uganda,Bunyoro,Hoima District,Kyabigambire Subcounty,Buraru HC III,TJESax78KE7,Buraru HC III,,,,5672.0,1425.0,3542.0,76269.0,1690003.0,1485.0,490.0,2057.0,756.0
2022,2022,2022,,MOH - Uganda,Ankole,Buhweju District,Nyakashaka Town Council,Buredo HC II,a7VqYp7reP4,Buredo HC II,,,,786.0,42.0,175.0,693.0,3094.0,175.0,61.0,,
2022,2022,2022,,MOH - Uganda,Ankole,Kazo District,Buremba Subcounty,Buremba HC III,rRPBsggvt0q,Buremba HC III,,,,3710.0,1365.0,2787.0,55325.0,1160109.0,2787.0,1380.0,9.0,4.0
2022,2022,2022,,MOH - Uganda,Ankole,Kazo District,Buremba Subcounty,Buremba Medical Centre Clinic,PJAuSRvV1d4,Buremba Medical Centre Clinic,,,,52.0,199.0,167.0,177.0,4750.0,149.0,80.0,167.0,109.0
2022,2022,2022,,MOH - Uganda,Ankole,Buhweju District,Burere Subcounty,Burere HC III,bYYKbpHb8Y7,Burere HC III,,,,4220.0,197.0,710.0,4815.0,59670.0,709.0,160.0,1.0,
2022,2022,2022,,MOH - Uganda,Kigezi,Rukungiri District,Ruhinda Subcounty,Burombe HC III,aHPLLEMdB4o,Burombe HC III,,,1.0,2547.0,808.0,1342.0,1575.0,559950.0,1325.0,313.0,717.0,456.0
2022,2022,2022,,MOH - Uganda,Tooro,Bundibugyo District,Burondo Subcounty,Burondo HC III,xJFdSkzMwm0,Burondo HC III,,,,12094.0,6061.0,9408.0,44215.0,4342942.0,9408.0,7008.0,,
2022,2022,2022,,MOH - Uganda,Kigezi,Kanungu District,Rugyeyo Subcounty,Burora (Kanungu) HC II,Si7fnPL4oQb,Burora (Kanungu) HC II,,,,975.0,107.0,580.0,4677.0,70428.0,580.0,107.0,,
2022,2022,2022,,MOH - Uganda,Kigezi,Rukungiri District,Nyarushanje Subcounty,Burora (Nyarushanje ) HC II,YUxhiO9JI6k,Burora (Nyarushanje ) HC II,,,,3268.0,95.0,355.0,48598.0,385306.0,355.0,85.0,,
2022,2022,2022,,MOH - Uganda,Bunyoro,Kagadi District,Burora Subcounty,Burora HC II,zW3In1Q8FAJ,Burora HC II,,,,2152.0,1379.0,1807.0,16775.0,11593.0,1807.0,1263.0,,
2022,2022,2022,,MOH - Uganda,West Nile,Terego District,Aii-Vu Subcounty,Burua HCII,ATNyHq3aINr,Burua HCII,,,,3682.0,2938.0,3872.0,93225.0,1178098.0,4725.0,2918.0,,
2022,2022,2022,,MOH - Uganda,Ankole,Kazo District,Burunga Subcounty,Burunga HC III,j0I9qHOtVIw,Burunga HC III,,,,6832.0,1966.0,4830.0,93814.0,3566396.0,4824.0,1835.0,18.0,12.0
2022,2022,2022,,MOH - Uganda,Ankole,Isingiro District,Ngarama Subcounty,Burungamo HC II,wDtDdq5JRtC,Burungamo HC II,,,,3711.0,882.0,2448.0,31738.0,126984.0,2448.0,876.0,,
2022,2022,2022,,MOH - Uganda,Ankole,Bushenyi District,Ruhumuro Subcounty,Burungira HC II,PaDMXSrDug6,Burungira HC II,,,,835.0,102.0,600.0,1154.0,11832.0,572.0,173.0,88.0,21.0
2022,2022,2022,,MOH - Uganda,Busoga,Mayuge District,Busakira Subcounty,Busaala HC III,ayit7T8VnwQ,Busaala HC III,,,,9873.0,5719.0,8788.0,82775.0,524406.0,7688.0,5067.0,1312.0,669.0
2022,2022,2022,,MOH - Uganda,North Central,Kayunga District,Kayunga Subcounty,Busaale HC II,aXN9vlaqvJx,Busaale HC II,,,,6625.0,3881.0,5897.0,41715.0,125038.0,5453.0,3418.0,461.0,238.0
2022,2022,2022,,MOH - Uganda,North Central,Kayunga District,Busaana Town Council,Busaana Parents Clinic,tygjL7jdMkp,Busaana Parents Clinic,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,North Central,Kayunga District,Busaana Town Council,Busaana Prison Clinic,zcKswPk0OtD,Busaana Prison Clinic,,,,605.0,146.0,176.0,1660.0,86114.0,173.0,151.0,,
2022,2022,2022,,MOH - Uganda,Bukedi,Butaleja District,Busaba Subcounty,Busaba HC III,Kz4R1fHjE7p,Busaba HC III,,,,9653.0,6766.0,7271.0,37950.0,592480.0,7242.0,5317.0,29.0,25.0
2022,2022,2022,,MOH - Uganda,North Central,Buikwe District,Kawolo Division,Busabaga HC III,analluLubfV,Busabaga HC III,,,,8076.0,2861.0,5313.0,77911.0,238938.0,4776.0,2539.0,41.0,21.0
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Rubaga Division,Busabala Road Nursing Home HC II,GxOxwosJPjh,Busabala Road Nursing Home HC II,,,,3853.0,164.0,2515.0,2052.0,1221.0,1350.0,79.0,1161.0,75.0
2022,2022,2022,,MOH - Uganda,Bukedi,Butaleja District,Busabi Subcounty,Busabi HC III,YFyMK0BnLsG,Busabi HC III,,,,21210.0,11087.0,15268.0,72618.0,2191906.0,13733.0,10449.0,1171.0,771.0
