"district","year","week","tpr_district","tpr_status"
"Luuka District",2022,30,61.0975,"5. 55-70%"
"Luuka District",2022,32,65.4883333333333,"5. 55-70%"
"Luuka District",2022,34,60.7183333333333,"5. 55-70%"
"Luuka District",2022,35,70.3466666666667,"6. >70%"
"Luuka District",2022,36,62.41625,"5. 55-70%"
"Luuka District",2022,37,64.42,"5. 55-70%"
"Luuka District",2022,39,66.64,"5. 55-70%"
"Luuka District",2022,40,64.13125,"5. 55-70%"
"Luuka District",2022,41,61.2475,"5. 55-70%"
"Luuka District",2022,42,62.81,"5. 55-70%"
"Luuka District",2022,44,64.195,"5. 55-70%"
"Luuka District",2022,45,62.068,"5. 55-70%"
"Luuka District",2022,47,60.2533333333333,"5. 55-70%"
"Luuka District",2022,48,54.97,"4. 40-55%"
"Luuka District",2022,49,61.17625,"5. 55-70%"
"Luuka District",2022,5,64.206,"5. 55-70%"
"Luuka District",2022,50,63.1483333333333,"5. 55-70%"
"Luuka District",2022,6,64.9155555555556,"5. 55-70%"
"Luuka District",2022,7,58.2571428571429,"5. 55-70%"
"Luuka District",2022,8,61.1,"5. 55-70%"
"Luuka District",2022,9,59.0714285714286,"5. 55-70%"
"Kampala District",2022,29,29.4059793814433,"3. 25-40%"
"Kapchorwa District",2022,26,35.71,"3. 25-40%"
"Kapchorwa District",2022,27,28.655,"3. 25-40%"
"Kapchorwa District",2022,30,19.2333333333333,"2. 10-25%"
"Kapchorwa District",2022,34,21,"2. 10-25%"
"Kapchorwa District",2022,41,38.915,"3. 25-40%"
"Kapchorwa District",2022,43,21.066,"2. 10-25%"
"Nwoya District",2022,1,57.86,"5. 55-70%"
"Nwoya District",2022,11,54.808,"4. 40-55%"
"Nwoya District",2022,12,52.4833333333333,"4. 40-55%"
"Nwoya District",2022,13,59.9442857142857,"5. 55-70%"
"Nwoya District",2022,14,68.8442857142857,"5. 55-70%"
"Nwoya District",2022,15,69.4816666666667,"5. 55-70%"
"Nwoya District",2022,16,71.3757142857143,"6. >70%"
"Nwoya District",2022,17,65.0775,"5. 55-70%"
"Nwoya District",2022,18,64.5325,"5. 55-70%"
"Nwoya District",2022,19,74.9533333333333,"6. >70%"
"Nwoya District",2022,2,70.195,"6. >70%"
"Nwoya District",2022,20,65.79,"5. 55-70%"
"Nwoya District",2022,21,76.846,"6. >70%"
"Nwoya District",2022,22,75.94,"6. >70%"
"Nwoya District",2022,23,72.89125,"6. >70%"
"Nwoya District",2022,24,78.3866666666667,"6. >70%"
"Nwoya District",2022,25,63.295,"5. 55-70%"
"Nwoya District",2022,27,81.145,"6. >70%"
"Nwoya District",2022,28,74.93,"6. >70%"
"Nwoya District",2022,29,72.09,"6. >70%"
"Nwoya District",2022,3,63.6133333333333,"5. 55-70%"
"Nwoya District",2022,30,73.6775,"6. >70%"
"Nwoya District",2022,31,79.0033333333333,"6. >70%"
"Nwoya District",2022,32,72.546,"6. >70%"
"Nwoya District",2022,33,75.378,"6. >70%"
"Nwoya District",2022,34,79.7083333333333,"6. >70%"
"Nwoya District",2022,35,65.9542857142857,"5. 55-70%"
"Nwoya District",2022,36,57.1166666666667,"5. 55-70%"
"Nwoya District",2022,37,64.2433333333333,"5. 55-70%"
"Nwoya District",2022,38,51.2585714285714,"4. 40-55%"
"Nwoya District",2022,39,62.39,"5. 55-70%"
"Nwoya District",2022,4,63.2716666666667,"5. 55-70%"
"Nwoya District",2022,40,73.1183333333333,"6. >70%"
"Nwoya District",2022,41,61.9883333333333,"5. 55-70%"
"Nwoya District",2022,42,67.372,"5. 55-70%"
"Nwoya District",2022,43,58.8166666666667,"5. 55-70%"
"Nwoya District",2022,44,68.87875,"5. 55-70%"
"Nwoya District",2022,45,64.8825,"5. 55-70%"
"Nwoya District",2022,46,64.1771428571429,"5. 55-70%"
"Nwoya District",2022,47,73.5814285714286,"6. >70%"
"Nwoya District",2022,48,60.638,"5. 55-70%"
"Nwoya District",2022,49,70.4142857142857,"6. >70%"
"Nwoya District",2022,5,58.0271428571429,"5. 55-70%"
"Nwoya District",2022,50,67.4633333333333,"5. 55-70%"
"Nwoya District",2022,51,63.432,"5. 55-70%"
"Nwoya District",2022,52,58.4088888888889,"5. 55-70%"
"Nwoya District",2022,7,56.0475,"5. 55-70%"
"Nwoya District",2022,8,52.184,"4. 40-55%"
"Nwoya District",2022,9,61.57375,"5. 55-70%"
"Butaleja District",2022,16,51.2114285714286,"4. 40-55%"
"Butaleja District",2022,17,61.3433333333333,"5. 55-70%"
"Butaleja District",2022,18,60.83,"5. 55-70%"
"Butaleja District",2022,19,63.3466666666667,"5. 55-70%"
"Butaleja District",2022,21,63.47,"5. 55-70%"
"Butaleja District",2022,22,73.54,"6. >70%"
"Butaleja District",2022,23,69.615,"5. 55-70%"
"Butaleja District",2022,29,59.1942857142857,"5. 55-70%"
"Butaleja District",2022,38,65.895,"5. 55-70%"
"Butaleja District",2022,40,68.41,"5. 55-70%"
"Butaleja District",2022,42,76.836,"6. >70%"
"Butaleja District",2022,43,71.5483333333333,"6. >70%"
"Butaleja District",2022,47,85.22,"6. >70%"
"Butaleja District",2022,49,74.875,"6. >70%"
"Butaleja District",2022,50,60.8166666666667,"5. 55-70%"
"Butaleja District",2022,51,73.4925,"6. >70%"
"Butaleja District",2022,52,75.91,"6. >70%"
"Butaleja District",2022,8,62.9816666666667,"5. 55-70%"
"Butaleja District",2022,9,69.51,"5. 55-70%"
"Mukono District",2022,1,33.24,"3. 25-40%"
"Mukono District",2022,10,30.7971428571429,"3. 25-40%"
"Mukono District",2022,11,33.5936363636364,"3. 25-40%"
"Mukono District",2022,12,36.9325,"3. 25-40%"
"Mukono District",2022,13,34.016875,"3. 25-40%"
"Mukono District",2022,14,34.8075,"3. 25-40%"
"Mukono District",2022,17,43.1942857142857,"4. 40-55%"
"Mukono District",2022,18,38.3664705882353,"3. 25-40%"
"Mukono District",2022,19,36.3341666666667,"3. 25-40%"
"Mukono District",2022,20,34.5509090909091,"3. 25-40%"
"Mukono District",2022,21,38.1228571428571,"3. 25-40%"
"Mukono District",2022,22,40.051875,"4. 40-55%"
"Mukono District",2022,23,38.7221052631579,"3. 25-40%"
"Mukono District",2022,24,39.480625,"3. 25-40%"
"Mukono District",2022,27,41.4676470588235,"4. 40-55%"
"Mukono District",2022,28,39.3635294117647,"3. 25-40%"
"Mukono District",2022,29,43.8788235294117,"4. 40-55%"
"Mukono District",2022,3,44.5554545454545,"4. 40-55%"
"Mukono District",2022,30,35.8225,"3. 25-40%"
"Mukono District",2022,31,41.8526666666667,"4. 40-55%"
"Mukono District",2022,32,38.4307692307692,"3. 25-40%"
"Mukono District",2022,33,38.6126666666667,"3. 25-40%"
"Mukono District",2022,34,36.3615789473684,"3. 25-40%"
"Mukono District",2022,35,39.3552941176471,"3. 25-40%"
"Mukono District",2022,36,38.2328571428571,"3. 25-40%"
"Mukono District",2022,37,39.8733333333333,"3. 25-40%"
"Mukono District",2022,38,40.5857894736842,"4. 40-55%"
"Mukono District",2022,39,39.9588235294118,"3. 25-40%"
"Mukono District",2022,4,43.0009090909091,"4. 40-55%"
"Mukono District",2022,40,40.7827777777778,"4. 40-55%"
"Mukono District",2022,41,37.8117647058824,"3. 25-40%"
"Mukono District",2022,42,34.4986666666667,"3. 25-40%"
"Mukono District",2022,43,39.1657142857143,"3. 25-40%"
"Mukono District",2022,44,39.4454545454545,"3. 25-40%"
"Mukono District",2022,45,36.8926666666667,"3. 25-40%"
"Mukono District",2022,46,35.6363636363636,"3. 25-40%"
"Mukono District",2022,47,38.461875,"3. 25-40%"
"Mukono District",2022,48,33.4705263157895,"3. 25-40%"
"Mukono District",2022,49,34.8293333333333,"3. 25-40%"
"Mukono District",2022,5,34.4776923076923,"3. 25-40%"
"Mukono District",2022,51,39.15,"3. 25-40%"
"Mukono District",2022,7,37.8592307692308,"3. 25-40%"
"Mukono District",2022,8,31.828,"3. 25-40%"
"Mukono District",2022,9,32.5781818181818,"3. 25-40%"
"Kampala District",2022,33,27.607476635514,"3. 25-40%"
"Kampala District",2022,38,28.2508163265306,"3. 25-40%"
"Kampala District",2022,7,14.3753846153846,"2. 10-25%"
"Bushenyi District",2022,1,24.7233333333333,"2. 10-25%"
"Bushenyi District",2022,11,25.1125,"3. 25-40%"
"Bushenyi District",2022,12,21.3416666666667,"2. 10-25%"
"Bushenyi District",2022,37,27.9428571428571,"3. 25-40%"
"Bushenyi District",2022,46,27.56,"3. 25-40%"
"Bushenyi District",2022,47,33.81,"3. 25-40%"
"Bushenyi District",2022,48,28.1266666666667,"3. 25-40%"
"Bushenyi District",2022,49,23.3471428571429,"2. 10-25%"
"Bushenyi District",2022,5,29.895,"3. 25-40%"
"Bushenyi District",2022,50,32.9183333333333,"3. 25-40%"
"Bushenyi District",2022,51,21.286,"2. 10-25%"
"Bushenyi District",2022,52,34.054,"3. 25-40%"
"Bushenyi District",2022,6,34.2425,"3. 25-40%"
"Bushenyi District",2022,7,32.5266666666667,"3. 25-40%"
"Bushenyi District",2022,8,38.8428571428571,"3. 25-40%"
"Bushenyi District",2022,9,37.8471428571429,"3. 25-40%"
"Lamwo District",2022,1,45.7733333333333,"4. 40-55%"
"Lamwo District",2022,10,48.0483333333333,"4. 40-55%"
"Lamwo District",2022,11,46.544,"4. 40-55%"
"Lamwo District",2022,12,46.74,"4. 40-55%"
"Lamwo District",2022,13,42.86,"4. 40-55%"
"Lamwo District",2022,15,28.76,"3. 25-40%"
"Lamwo District",2022,17,49.052,"4. 40-55%"
"Lamwo District",2022,18,53.32,"4. 40-55%"
"Lamwo District",2022,19,57.8725,"5. 55-70%"
"Lamwo District",2022,2,57.076,"5. 55-70%"
"Lamwo District",2022,20,62.985,"5. 55-70%"
"Lamwo District",2022,21,60.1216666666667,"5. 55-70%"
"Lamwo District",2022,22,62.8475,"5. 55-70%"
"Lamwo District",2022,23,70.86,"6. >70%"
"Lamwo District",2022,24,75.106,"6. >70%"
"Lamwo District",2022,25,73.0685714285714,"6. >70%"
"Lamwo District",2022,26,72.55,"6. >70%"
"Lamwo District",2022,28,68.955,"5. 55-70%"
"Lamwo District",2022,3,54.325,"4. 40-55%"
"Lamwo District",2022,31,72.9866666666667,"6. >70%"
"Lamwo District",2022,32,68.53,"5. 55-70%"
"Lamwo District",2022,34,73.17,"6. >70%"
"Lamwo District",2022,35,64.7542857142857,"5. 55-70%"
"Lamwo District",2022,36,67.6171428571429,"5. 55-70%"
"Lamwo District",2022,39,68.2633333333333,"5. 55-70%"
"Lamwo District",2022,4,54.9033333333333,"4. 40-55%"
"Lamwo District",2022,40,65.64,"5. 55-70%"
"Lamwo District",2022,41,64.8828571428571,"5. 55-70%"
"Lamwo District",2022,42,71.1166666666667,"6. >70%"
"Lamwo District",2022,43,74.7275,"6. >70%"
"Lamwo District",2022,45,67.3225,"5. 55-70%"
"Lamwo District",2022,47,58.0316666666667,"5. 55-70%"
"Lamwo District",2022,48,67.162,"5. 55-70%"
"Lamwo District",2022,49,61.366,"5. 55-70%"
"Lamwo District",2022,5,44.2785714285714,"4. 40-55%"
"Lamwo District",2022,51,62.7083333333333,"5. 55-70%"
"Lamwo District",2022,52,57.9975,"5. 55-70%"
"Lamwo District",2022,6,42.7128571428571,"4. 40-55%"
"Lamwo District",2022,7,47.67625,"4. 40-55%"
"Lamwo District",2022,8,50.556,"4. 40-55%"
"Lamwo District",2022,9,42.58,"4. 40-55%"
"Pallisa District",2022,1,68.68,"5. 55-70%"
"Pallisa District",2022,2,62.198,"5. 55-70%"
"Pallisa District",2022,26,57.688,"5. 55-70%"
"Pallisa District",2022,3,62.3633333333333,"5. 55-70%"
"Pallisa District",2022,4,57.72,"5. 55-70%"
"Pallisa District",2022,6,60.3675,"5. 55-70%"
"Kabarole District",2022,1,60.37,"5. 55-70%"
"Kabarole District",2022,3,42.15,"4. 40-55%"
"Kabarole District",2022,30,45.7742857142857,"4. 40-55%"
"Kabarole District",2022,32,57.09,"5. 55-70%"
"Kabarole District",2022,34,64.58,"5. 55-70%"
"Kabarole District",2022,38,51.575,"4. 40-55%"
"Kabarole District",2022,40,56.9025,"5. 55-70%"
"Kabarole District",2022,5,43.805,"4. 40-55%"
"Kabarole District",2022,6,41.69,"4. 40-55%"
"Kabarole District",2022,7,34.0875,"3. 25-40%"
"Kabarole District",2022,8,32.815,"3. 25-40%"
"Kamwenge District",2022,10,38.39,"3. 25-40%"
"Kamwenge District",2022,12,36.59375,"3. 25-40%"
"Kamwenge District",2022,17,48.1683333333333,"4. 40-55%"
"Kamwenge District",2022,18,47.5183333333333,"4. 40-55%"
"Kamwenge District",2022,29,51.4275,"4. 40-55%"
"Kamwenge District",2022,35,40.3877777777778,"4. 40-55%"
"Kamwenge District",2022,36,51.74,"4. 40-55%"
"Kamwenge District",2022,37,53.6544444444444,"4. 40-55%"
"Kamwenge District",2022,4,53.1525,"4. 40-55%"
"Kamwenge District",2022,41,56.3375,"5. 55-70%"
"Kamwenge District",2022,5,44.6133333333333,"4. 40-55%"
"Kamwenge District",2022,52,58.068,"5. 55-70%"
"Kalaki District",2022,10,55.925,"5. 55-70%"
"Kalaki District",2022,11,62.292,"5. 55-70%"
"Kalaki District",2022,15,56.625,"5. 55-70%"
"Kalaki District",2022,16,63.985,"5. 55-70%"
"Kalaki District",2022,18,60.045,"5. 55-70%"
"Kalaki District",2022,20,67.6175,"5. 55-70%"
"Kalaki District",2022,24,71.46,"6. >70%"
"Kalaki District",2022,26,70.4675,"6. >70%"
"Kalaki District",2022,27,81.636,"6. >70%"
"Kalaki District",2022,29,76.285,"6. >70%"
"Kalaki District",2022,35,78.178,"6. >70%"
"Kalaki District",2022,36,71.23,"6. >70%"
"Kalaki District",2022,37,65.4083333333333,"5. 55-70%"
"Kalaki District",2022,38,56.14,"5. 55-70%"
"Kalaki District",2022,39,63.51,"5. 55-70%"
"Kalaki District",2022,40,79.9128571428571,"6. >70%"
"Kalaki District",2022,41,66.494,"5. 55-70%"
"Kalaki District",2022,43,81.1516666666667,"6. >70%"
"Kalaki District",2022,44,62.238,"5. 55-70%"
"Kalaki District",2022,45,66.5925,"5. 55-70%"
"Kalaki District",2022,47,63.5266666666667,"5. 55-70%"
"Kalaki District",2022,48,58.8483333333333,"5. 55-70%"
"Kalaki District",2022,5,52.885,"4. 40-55%"
"Kalaki District",2022,52,67.485,"5. 55-70%"
"Kalaki District",2022,6,60.322,"5. 55-70%"
"Kalaki District",2022,7,59.355,"5. 55-70%"
"Katakwi District",2022,38,66.32875,"5. 55-70%"
"Katakwi District",2022,45,47.912,"4. 40-55%"
"Wakiso District",2022,11,22.9333333333333,"2. 10-25%"
"Wakiso District",2022,13,18.9979166666667,"2. 10-25%"
"Wakiso District",2022,24,38.5588888888889,"3. 25-40%"
"Wakiso District",2022,25,27.7346666666667,"3. 25-40%"
"Wakiso District",2022,27,29.4824137931034,"3. 25-40%"
"Wakiso District",2022,52,33.300625,"3. 25-40%"
"Wakiso District",2022,8,29.1068,"3. 25-40%"
"Wakiso District",2022,9,23.5134615384615,"2. 10-25%"
"Mbale City",2022,18,36.108,"3. 25-40%"
"Mbale City",2022,31,43.2495238095238,"4. 40-55%"
"Mbale City",2022,34,36.955,"3. 25-40%"
"Mbale City",2022,35,40.3827777777778,"4. 40-55%"
"Mbale City",2022,44,38.178,"3. 25-40%"
"Mbale City",2022,49,37.1813333333333,"3. 25-40%"
"Mbale City",2022,50,38.9373684210526,"3. 25-40%"
"Mbale City",2022,9,29.32125,"3. 25-40%"
"Mpigi District",2022,23,38.449,"3. 25-40%"
"Mpigi District",2022,25,40.995,"4. 40-55%"
"Mpigi District",2022,40,46.5928571428571,"4. 40-55%"
"Mpigi District",2022,41,46.241875,"4. 40-55%"
"Mpigi District",2022,42,51.5115384615385,"4. 40-55%"
"Mpigi District",2022,43,50.8053846153846,"4. 40-55%"
"Mpigi District",2022,47,56.4715384615385,"5. 55-70%"
"Mpigi District",2022,48,56.2393333333333,"5. 55-70%"
"Mpigi District",2022,49,52.4505882352941,"4. 40-55%"
"Mpigi District",2022,50,52.2107692307692,"4. 40-55%"
"Mpigi District",2022,51,54.7826666666667,"4. 40-55%"
"Mpigi District",2022,52,54.75,"4. 40-55%"
"Kanungu District",2022,1,24.78,"2. 10-25%"
"Kanungu District",2022,14,30.545,"3. 25-40%"
"Kanungu District",2022,2,37.0142857142857,"3. 25-40%"
"Kanungu District",2022,23,26.7366666666667,"3. 25-40%"
"Kanungu District",2022,24,22.474,"2. 10-25%"
"Kanungu District",2022,25,26.9775,"3. 25-40%"
"Kanungu District",2022,26,30.0977777777778,"3. 25-40%"
"Kanungu District",2022,27,26.6014285714286,"3. 25-40%"
"Kanungu District",2022,3,29.98,"3. 25-40%"
"Kanungu District",2022,31,25.4075,"3. 25-40%"
"Kanungu District",2022,33,35.72125,"3. 25-40%"
"Kanungu District",2022,35,36.1614285714286,"3. 25-40%"
"Kanungu District",2022,37,36.6385714285714,"3. 25-40%"
"Kanungu District",2022,38,30.5457142857143,"3. 25-40%"
"Kanungu District",2022,39,36.2328571428571,"3. 25-40%"
"Kanungu District",2022,4,42.88,"4. 40-55%"
"Kanungu District",2022,41,40.746,"4. 40-55%"
"Kanungu District",2022,44,39.79,"3. 25-40%"
"Kanungu District",2022,47,29.814,"3. 25-40%"
"Kanungu District",2022,48,44.4466666666667,"4. 40-55%"
"Kanungu District",2022,49,40.5557142857143,"4. 40-55%"
"Kanungu District",2022,50,36.7177777777778,"3. 25-40%"
"Kanungu District",2022,52,35.5642857142857,"3. 25-40%"
"Kanungu District",2022,6,33.1688888888889,"3. 25-40%"
"Kanungu District",2022,7,32.7888888888889,"3. 25-40%"
"Kanungu District",2022,8,35.69625,"3. 25-40%"
"Wakiso District",2022,32,29.3684375,"3. 25-40%"
"Wakiso District",2022,33,32.93575,"3. 25-40%"
"Namisindwa District",2022,21,63.58,"5. 55-70%"
"Namisindwa District",2022,30,56.945,"5. 55-70%"
"Namisindwa District",2022,33,66.1766666666667,"5. 55-70%"
"Namisindwa District",2022,34,55.025,"5. 55-70%"
"Namisindwa District",2022,36,57.66,"5. 55-70%"
"Namisindwa District",2022,37,52.7333333333333,"4. 40-55%"
"Namisindwa District",2022,5,64.81,"5. 55-70%"
"Bukedea District",2022,11,45.0925,"4. 40-55%"
"Bukedea District",2022,14,64.4,"5. 55-70%"
"Bukedea District",2022,2,75.6066666666667,"6. >70%"
"Bukedea District",2022,3,69.4966666666667,"5. 55-70%"
"Bukedea District",2022,30,67.6225,"5. 55-70%"
"Bukedea District",2022,35,61.5666666666667,"5. 55-70%"
"Bukedea District",2022,4,61.915,"5. 55-70%"
"Bukedea District",2022,41,64.282,"5. 55-70%"
"Bukedea District",2022,47,60.2083333333333,"5. 55-70%"
"Bukedea District",2022,6,60.34,"5. 55-70%"
"Bukedea District",2022,8,44.4533333333333,"4. 40-55%"
"Kitgum District",2022,10,46.47,"4. 40-55%"
"Kitgum District",2022,11,46.565,"4. 40-55%"
"Kitgum District",2022,12,35.43625,"3. 25-40%"
"Kitgum District",2022,13,26.552,"3. 25-40%"
"Kitgum District",2022,14,21.3875,"2. 10-25%"
"Kitgum District",2022,16,36.8928571428571,"3. 25-40%"
"Kitgum District",2022,18,59.215,"5. 55-70%"
"Kitgum District",2022,19,55.919,"5. 55-70%"
"Kitgum District",2022,20,53.905,"4. 40-55%"
"Kitgum District",2022,21,54.1233333333333,"4. 40-55%"
"Kitgum District",2022,22,58.3133333333333,"5. 55-70%"
"Kitgum District",2022,25,52.745,"4. 40-55%"
"Kitgum District",2022,26,62.1888888888889,"5. 55-70%"
"Kitgum District",2022,27,58.6271428571429,"5. 55-70%"
"Kitgum District",2022,28,54.517,"4. 40-55%"
"Kitgum District",2022,29,62.3083333333333,"5. 55-70%"
"Kitgum District",2022,32,58.8509090909091,"5. 55-70%"
"Kitgum District",2022,34,53.81,"4. 40-55%"
"Kitgum District",2022,36,51.3392307692308,"4. 40-55%"
"Kitgum District",2022,37,60.0427272727273,"5. 55-70%"
"Kitgum District",2022,38,61.525,"5. 55-70%"
"Kitgum District",2022,39,48.8658333333333,"4. 40-55%"
"Kitgum District",2022,4,36.815,"3. 25-40%"
"Kitgum District",2022,41,64.6745454545455,"5. 55-70%"
"Kitgum District",2022,42,60.0207142857143,"5. 55-70%"
"Kitgum District",2022,43,56.16,"5. 55-70%"
"Kitgum District",2022,44,52.6358333333333,"4. 40-55%"
"Kitgum District",2022,45,44.5741666666667,"4. 40-55%"
"Kitgum District",2022,47,51.2236363636364,"4. 40-55%"
"Kitgum District",2022,5,37.1583333333333,"3. 25-40%"
"Kitgum District",2022,50,50.259,"4. 40-55%"
"Kitgum District",2022,51,48.532,"4. 40-55%"
"Kitgum District",2022,7,28.0628571428571,"3. 25-40%"
"Kitgum District",2022,9,40.2088888888889,"4. 40-55%"
"Kamwenge District",2022,22,56.72,"5. 55-70%"
"Kamwenge District",2022,24,48.295,"4. 40-55%"
"Kamwenge District",2022,33,42.4177777777778,"4. 40-55%"
"Kamwenge District",2022,38,55.2027272727273,"5. 55-70%"
"Kamwenge District",2022,39,52.8866666666667,"4. 40-55%"
"Kamwenge District",2022,46,54.915,"4. 40-55%"
"Kamwenge District",2022,47,56.9133333333333,"5. 55-70%"
"Kamwenge District",2022,49,62.212,"5. 55-70%"
"Kamwenge District",2022,50,62.5583333333333,"5. 55-70%"
"Kamwenge District",2022,7,37.3228571428571,"3. 25-40%"
"Kamwenge District",2022,8,39.7642857142857,"3. 25-40%"
"Kiboga District",2022,10,42.2266666666667,"4. 40-55%"
"Kiboga District",2022,11,37.33375,"3. 25-40%"
"Kiboga District",2022,12,41.659,"4. 40-55%"
"Kiboga District",2022,13,30.63125,"3. 25-40%"
"Kiboga District",2022,15,34.9,"3. 25-40%"
"Kiboga District",2022,16,44.771,"4. 40-55%"
"Kiboga District",2022,17,45.18875,"4. 40-55%"
"Kiboga District",2022,18,50.47,"4. 40-55%"
"Kiboga District",2022,19,52.032,"4. 40-55%"
"Kiboga District",2022,20,53.04,"4. 40-55%"
"Kiboga District",2022,23,56.69,"5. 55-70%"
"Kiboga District",2022,24,54.4857142857143,"4. 40-55%"
"Kiboga District",2022,26,51.0771428571429,"4. 40-55%"
"Kiboga District",2022,27,58.815,"5. 55-70%"
"Kiboga District",2022,28,48.5333333333333,"4. 40-55%"
"Kiboga District",2022,29,54.3644444444444,"4. 40-55%"
"Kiboga District",2022,30,46.9883333333333,"4. 40-55%"
"Kiboga District",2022,31,42.9283333333333,"4. 40-55%"
"Kiboga District",2022,32,50.7357142857143,"4. 40-55%"
"Kiboga District",2022,33,50.1957142857143,"4. 40-55%"
"Kiboga District",2022,34,52.323,"4. 40-55%"
"Kiboga District",2022,35,51.4736363636364,"4. 40-55%"
"Kiboga District",2022,36,48.8709090909091,"4. 40-55%"
"Kiboga District",2022,37,46.592,"4. 40-55%"
"Kiboga District",2022,38,45.1663636363636,"4. 40-55%"
"Kiboga District",2022,5,50.3066666666667,"4. 40-55%"
"Kiboga District",2022,50,54.945,"4. 40-55%"
"Kiboga District",2022,6,45.4025,"4. 40-55%"
"Kiboga District",2022,7,32.6666666666667,"3. 25-40%"
"Kiboga District",2022,8,40.8975,"4. 40-55%"
"Kiboga District",2022,9,37.823,"3. 25-40%"
"Bugiri District",2022,10,67.9466666666667,"5. 55-70%"
"Bugiri District",2022,11,52.3375,"4. 40-55%"
"Bugiri District",2022,12,59.3475,"5. 55-70%"
"Bugiri District",2022,13,53.03,"4. 40-55%"
"Bugiri District",2022,16,53.12,"4. 40-55%"
"Bugiri District",2022,19,59.62,"5. 55-70%"
"Bugiri District",2022,2,63.815,"5. 55-70%"
"Bugiri District",2022,21,59.2233333333333,"5. 55-70%"
"Bugiri District",2022,22,62.254,"5. 55-70%"
"Bugiri District",2022,23,54.445,"4. 40-55%"
"Bugiri District",2022,24,55.5633333333333,"5. 55-70%"
"Bugiri District",2022,25,49.6933333333333,"4. 40-55%"
"Bugiri District",2022,26,44.5975,"4. 40-55%"
"Bugiri District",2022,27,61.766,"5. 55-70%"
"Bugiri District",2022,28,54.65,"4. 40-55%"
"Bugiri District",2022,29,64.63,"5. 55-70%"
"Bugiri District",2022,3,64.21,"5. 55-70%"
"Bugiri District",2022,30,49.276,"4. 40-55%"
"Bugiri District",2022,31,50.575,"4. 40-55%"
"Bugiri District",2022,32,42.56,"4. 40-55%"
"Bugiri District",2022,33,53.5266666666667,"4. 40-55%"
"Bugiri District",2022,34,53.44,"4. 40-55%"
"Bugiri District",2022,35,59.15,"5. 55-70%"
"Bugiri District",2022,36,58.0525,"5. 55-70%"
"Bugiri District",2022,37,61.8975,"5. 55-70%"
"Bugiri District",2022,38,50,"4. 40-55%"
"Bugiri District",2022,39,59.105,"5. 55-70%"
"Bugiri District",2022,40,55.5666666666667,"5. 55-70%"
"Bugiri District",2022,41,54.65,"4. 40-55%"
"Bugiri District",2022,42,48.1666666666667,"4. 40-55%"
"Bugiri District",2022,43,57.7516666666667,"5. 55-70%"
"Bugiri District",2022,44,43.6966666666667,"4. 40-55%"
"Bugiri District",2022,45,55.4133333333333,"5. 55-70%"
"Bugiri District",2022,46,46.06,"4. 40-55%"
"Bugiri District",2022,47,47.192,"4. 40-55%"
"Bugiri District",2022,48,51.21,"4. 40-55%"
"Bugiri District",2022,49,58.345,"5. 55-70%"
"Bugiri District",2022,5,68.8725,"5. 55-70%"
"Bugiri District",2022,50,64.33,"5. 55-70%"
"Bugiri District",2022,51,56.865,"5. 55-70%"
"Bugiri District",2022,52,50.7125,"4. 40-55%"
"Bugiri District",2022,6,65.794,"5. 55-70%"
"Bugiri District",2022,7,56.9525,"5. 55-70%"
"Bugiri District",2022,8,64.8366666666667,"5. 55-70%"
"Bugiri District",2022,9,65.2483333333333,"5. 55-70%"
"Adjumani District",2022,13,40.4833333333333,"4. 40-55%"
"Adjumani District",2022,14,43.148,"4. 40-55%"
"Adjumani District",2022,18,58.4836363636364,"5. 55-70%"
"Adjumani District",2022,19,64.4363636363636,"5. 55-70%"
"Adjumani District",2022,21,69.705,"5. 55-70%"
"Adjumani District",2022,22,65.046,"5. 55-70%"
"Adjumani District",2022,23,66.08,"5. 55-70%"
"Adjumani District",2022,24,67.95625,"5. 55-70%"
"Adjumani District",2022,25,64.83625,"5. 55-70%"
"Adjumani District",2022,27,62.205,"5. 55-70%"
"Adjumani District",2022,28,71.7116666666667,"6. >70%"
"Adjumani District",2022,41,66.2314285714286,"5. 55-70%"
"Adjumani District",2022,47,58.1616666666667,"5. 55-70%"
"Adjumani District",2022,5,53.5638461538461,"4. 40-55%"
"Adjumani District",2022,51,59.9045454545454,"5. 55-70%"
"Arua City",2022,36,33.146,"3. 25-40%"
"Arua City",2022,38,43.0172727272727,"4. 40-55%"
"Arua City",2022,39,45.8475,"4. 40-55%"
"Arua City",2022,40,39.925,"3. 25-40%"
"Arua City",2022,50,46.1375,"4. 40-55%"
"Arua City",2022,51,32.8333333333333,"3. 25-40%"
"Kabarole District",2022,33,62.9483333333333,"5. 55-70%"
"Kabarole District",2022,35,56.196,"5. 55-70%"
"Kabarole District",2022,36,71.142,"6. >70%"
"Kabarole District",2022,37,60.7216666666667,"5. 55-70%"
"Kabarole District",2022,39,64.355,"5. 55-70%"
"Kagadi District",2022,16,83.665,"6. >70%"
"Tororo District",2022,1,39.1683333333333,"3. 25-40%"
"Tororo District",2022,10,59.9136363636364,"5. 55-70%"
"Tororo District",2022,11,56.8341666666667,"5. 55-70%"
"Tororo District",2022,12,59.8427272727273,"5. 55-70%"
"Tororo District",2022,14,48.4971428571429,"4. 40-55%"
"Tororo District",2022,15,53.3442857142857,"4. 40-55%"
"Tororo District",2022,16,55.9369230769231,"5. 55-70%"
"Tororo District",2022,17,52.375,"4. 40-55%"
